Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
Journey to Ixtlan: The Lessons of Don Juan,Carlos Casteneda,"","",paperback,"","","","","","","","","","","","","","","","","",Yes
Fathers and Sons,Ivan Turgenev,"Don Bolognese (Illustrator), Constance Garnett (Translator), Elaine Raphael (Illustrator)","",hardcover,"","","","","","","","","","","","","","","","","",Yes
Jane Eyre,Charlotte Brontë,"",9781542097574,digital,"","","","","","","","","","","","","","","","","",Yes
The Southern Living Cookbook: From the Foods Staff of Southern Living Magazine,"Susan Carlisle Payne, Susan Carlisle Payne","",,,"","","","","","","","","","","","","","","","","",Yes
In Dubious Battle,John Steinbeck,"",9780553101676,paperback,"","","","","","","","","","","","","","","","","",Yes
Winter Garden,Pablo Neruda,William O'Daly (Translator),9781556591679,paperback,"","","","","","","","","","","","","","","","","",Yes
All the Light We Cannot See,Anthony Doerr,"",9781476746586,hardcover,"","","","","","","","","","","","","","","","","",Yes
Under Table Mountain,Phillip Hemenway,"",9780940671102,paperback,"","","","","","","","","","","","","","","","","",Yes
The Clairvoyant Countess,Dorothy Gilman,"",9780449213186,paperback,"","","","","","","","","","","","","","","","","",Yes
The Cool Girl's Guide to Knitting,Nicki Trench,"",,,"","","","","","","","","","","","","","","","","",Yes
The Fiery Cross,Diana Gabaldon,"",9780385315272,hardcover,"","","","","","","","","","","","","","","","","",Yes
Baby Knits for Beginners,Debbie Bliss,"",9780091889135,paperback,"","","","","","","","","","","","","","","","","",Yes
Kidnapped,Robert Louis Stevenson,"",9798666966174,paperback,"","","","","","","","","","","","","","","","","",Yes
Joy of Cooking: 2019 Edition Fully Revised and Updated,"Irma S. Rombauer, John Becker, Marion Rombauer Becker","",9781501169717,hardcover,"","","","","","","","","","","","","","","","","",Yes
Lotería,Cynthia Pelayo,"",9781957957067,paperback,"","","","","","","","","","","","","","","","","",Yes
An End to Panic: Breakthrough Techniques for Overcoming Panic Disorder,Elke Zuercher-White,"",9781572241138,paperback,"","","","","","","","","","","","","","","","","",Yes
The Daughter of Time,Josephine Tey,"",0684803860,paperback,"","","","","","","","","","","","","","","","","",Yes
Sense and Sensibility,Jane Austen,"Ros Ballaster (Contributor), Tony Tanner (Contributor)",9780141439662,paperback,"","","","","","","","","","","","","","","","","",Yes
A Coney Island of the Mind,Lawrence Ferlinghetti,"",9780811200417,paperback,"","","","","","","","","","","","","","","","","",Yes
"I Never Saw Another Butterfly: Children's Drawings and Poems from Terezin Concentration Camp, 1942-1944",Hana Volavkova,Chaim Potok,9780805210156,paperback,"","","","","","","","","","","","","","","","","",Yes
They Came to Baghdad,Agatha Christie,"",9780440187004,paperback,"","","","","","","","","","","","","","","","","",Yes
"Strangers in Paradise, Volume 13: Flower to Flame",Terry Moore,"","",digital,"","","","","","","","","","","","","","","","","",Yes
Residence on Earth,Pablo Neruda,Donald Devenish Walsh,9780811204675,paperback,"","","","","","","","","","","","","","","","","",Yes
Magpie Murders,Anthony Horowitz,"",9780062645227,hardcover,"","","","","","","","","","","","","","","","","",Yes
Authentic Mexican: Regional Cooking from the Heart of Mexico,"Deann Groen Bayless, Rick Bayless, Christopher Hirsheimer","",,digital,"","","","","","","","","","","","","","","","","",Yes
The Vanishing Museum on the Rue Mistral,M.L. Longworth,"",9780143135296,paperback,"","","","","","","","","","","","","","","","","",Yes
Grimm's Complete Fairy Tales,"Jacob Grimm, Wilhelm Grimm","Margaret Hunt (Translator), Arthur Rackham (Illustrator)",9781435158115,hardcover,"","","","","","","","","","","","","","","","","",Yes
"The Boys' Book of Survival: How to Survive Anything, Anywhere",Guy Campbell,Simon Ecob (Illustrator),9780545085366,hardcover,"","","","","","","","","","","","","","","","","",Yes
Collected Short Stories: Volume 1,W. Somerset Maugham,"",9780140185898,paperback,"","","","","","","","","","","","","","","","","",Yes
Many Waters,Madeleine L'Engle,"",9780312368579,paperback,"","","","","","","","","","","","","","","","","",Yes
The Lincoln Highway,Amor Towles,"",9780735222359,hardcover,"","","","","","","","","","","","","","","","","",Yes
Miss Peregrine's Home for Peculiar Children,Ransom Riggs,"",9781594746031,paperback,"","","","","","","","","","","","","","","","","",Yes
Dead Lions,Mick Herron,"",9781616952259,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Book of Unusual Knowledge,Publications International Ltd,"",9781450845809,hardcover,"","","","","","","","","","","","","","","","","",Yes
Murder in a Nice Neighborhood,Lora Roberts,"",,,"","","","","","","","","","","","","","","","","",Yes
Murder-On-Sea,Julie Wassmer,"",9781472116468,paperback,"","","","","","","","","","","","","","","","","",Yes
Mysteries Of The Ancient Americas,Reader's Digest Association,"",,hardcover,"","","","","","","","","","","","","","","","","",Yes
Written in My Own Heart's Blood,Diana Gabaldon,"",9780385344432,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Great Gatsby,F. Scott Fitzgerald,Matthew J. Bruccoli (Contributor),0684801523,paperback,"","","","","","","","","","","","","","","","","",Yes
Lost Horizon,James Hilton,"",9780671664275,paperback,"","","","","","","","","","","","","","","","","",Yes
Hamnet,Maggie O'Farrell,"",9781472223791,hardcover,"","","","","","","","","","","","","","","","","",Yes
Half-Marathon: You Can Do It,Jeff Galloway,"",9781841263335,paperback,"","","","","","","","","","","","","","","","","",Yes
Frankenstein,Mary Shelley,"","",paperback,"","","","","","","","","","","","","","","","","",Yes
Drums of Autumn,Diana Gabaldon,"",9780385311403,hardcover,"","","","","","","","","","","","","","","","","",Yes
"What You Should Know about Jewish Religion, History, Ethics and Culture",Sidney L. Markowitz,"",9780806500287,paperback,"","","","","","","","","","","","","","","","","",Yes
I Knead My Mommy: And Other Poems by Kittens,Francesco Marciuliano,"",9781452132914,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Iliad,Homer,"",9781357290023,hardcover,"","","","","","","","","","","","","","","","","",Yes
Obama: An Intimate Portrait,Pete Souza,"",9780316512589,hardcover,"","","","","","","","","","","","","","","","","",Yes
Selected Poems,Rainer Maria Rilke,"",0520010701,paperback,"","","","","","","","","","","","","","","","","",Yes
The Blessing of a Skinned Knee: Using Jewish Teachings to Raise Self-Reliant Children,Wendy Mogel,"",9780142196007,paperback,"","","","","","","","","","","","","","","","","",Yes
King Arthur Flour Whole Grain Baking: Delicious Recipes Using Nutritious Whole Grains,King Arthur Baking Company,"",9780881507195,hardcover,"","","","","","","","","","","","","","","","","",Yes
The World of Ice & Fire,"Linda Antonsson, Elio M. García Jr., George R.R. Martin","",9780553805444,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Science of Spice: Understand Flavor Connections and Revolutionize Your Cooking,Stuart Farrimond,"",9781465475572,hardcover,"","","","","","","","","","","","","","","","","",Yes
JavaScript Patterns: Build Better Applications with Coding and Design Patterns,Stoyan Stefanov,"",9780596806750,paperback,"","","","","","","","","","","","","","","","","",Yes
Radical Candor: Be a Kickass Boss Without Losing Your Humanity,Kim Scott,"",9781250103505,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Diary of a Young Girl: The Definitive Edition,Anne Frank,Susan Massotty (Translator),9780553577129,paperback,"","","","","","","","","","","","","","","","","",Yes
The Art of Dreaming,Carlos Castaneda,"",9780060925543,paperback,"","","","","","","","","","","","","","","","","",Yes
Journey to Ixtlan: The Lessons of Don Juan,Carlos Castaneda,"",,,"","","","","","","","","","","","","","","","","",Yes
Walden and Other Writings,Henry David Thoreau,Brooks Atkinson,"",hardcover,"","","","","","","","","","","","","","","","","",Yes
The Subtle Art of Not Giving a F*ck,Mark Manson,"",9780062457714,hardcover,"","","","","","","","","","","","","","","","","",Yes
Pieces,Robert Creeley,"",,paperback,"","","","","","","","","","","","","","","","","",Yes
The Manchurian Candidate,Richard Condon,"",1568582706,paperback,"","","","","","","","","","","","","","","","","",Yes
"Afghans and Throws: A Step-By-Step Guide to Knit and Crochet Designs, Patterns and Techniques",Luise Roberts,"",9781570763885,hardcover,"","","","","","","","","","","","","","","","","",Yes
Weed Witch: The Essential Guide to Cannabis for Magic and Wellness,Sophie Saint Thomas,"",9780762482092,hardcover,"","","","","","","","","","","","","","","","","",Yes
A Handbook of Greek Mythology,Herbert J. Rose,"",9780525484141,paperback,"","","","","","","","","","","","","","","","","",Yes
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,"",9780756686062,hardcover,"","","","","","","","","","","","","","","","","",Yes
Reader's Digest Atlas of the World,Reader's Digest Association,"",,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Mile End Cookbook: Redefining Jewish Comfort Food from Hash to Hamantaschen,"Rae Bernamoff, Noah Bernamoff","",,hardcover,"","","","","","","","","","","","","","","","","",Yes
THE ILIAD OF HOMER. Translated by Richmond Lattimore. Drawings by Leonard Baskin.,Homer,"","",paperback,"","","","","","","","","","","","","","","","","",Yes
The Complete Works of William Shakespeare,William Shakespeare,"",9780681897526,,"","","","","","","","","","","","","","","","","",Yes
The Harvard Classics: The Odyssey of Homer 1937,Homer,"Samuel H. Butcher (Translator), Andrew Lang (Translator)","",hardcover,"","","","","","","","","","","","","","","","","",Yes
What Every Body is Saying: An FBI Agent's Guide to Speed-Reading People,Joe Navarro,"",9780061755668,digital,"","","","","","","","","","","","","","","","","",Yes
A Rose for the Crown,Anne Easter Smith,"",9780743276870,paperback,"","","","","","","","","","","","","","","","","",Yes
American Fascists: The Christian Right and the War on America,Chris Hedges,"",9780743284462,paperback,"","","","","","","","","","","","","","","","","",Yes
73 Poems,E.E. Cummings,George J. Firmage,9780871401830,paperback,"","","","","","","","","","","","","","","","","",Yes
The Greens Cookbook: Extraordinary Vegetarian Cuisine from the Celebrated Restaurant,Deborah Madison,Edward Espe Brown,9780767908238,hardcover,"","","","","","","","","","","","","","","","","",Yes
Lessons in Chemistry,Bonnie Garmus,"",9780385551151,hardcover,"","","","","","","","","","","","","","","","","",Yes
Stung,Bethany Wiggins,"",9780802735898,paperback,"","","","","","","","","","","","","","","","","",Yes
Do Androids Dream of Electric Sheep?,Philip K. Dick,"Chris Moore, Graham Sleight",9780575094185,paperback,"","","","","","","","","","","","","","","","","",Yes
The Wind in the Willows,Kenneth Grahame,"",9781803381558,hardcover,"","","","","","","","","","","","","","","","","",Yes
Merriam-Webster's Vocabulary Builder,Mary Wood Cornog,"",,,"","","","","","","","","","","","","","","","","",Yes
"Power/Knowledge: Selected Interviews and Other Writings, 1972-1977",Michel Foucault,"John Mepham, Leo Marshall, Colin Gordon, Kate Soper",9780394513577,hardcover,"","","","","","","","","","","","","","","","","",Yes
Of Mice and Men,John Steinbeck,Susan Shillinglaw (Contributor),9781440633904,digital,"","","","","","","","","","","","","","","","","",Yes
Getting Things Done: The Art of Stress-Free Productivity,David Allen,"",9780143126560,paperback,"","","","","","","","","","","","","","","","","",Yes
From the Ground Up: The Story of a First Garden,Amy Stewart,"",1565122402,paperback,"","","","","","","","","","","","","","","","","",Yes
Jane Austen Collection: 18 Works,Jane Austen,"","",digital,"","","","","","","","","","","","","","","","","",Yes
The House Witch,Arin Murphy-Hiscock,"",9781507209462,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Last Palace: Europe's Turbulent Century in Five Lives and One Legendary House,Norman Eisen,"",9780451495785,hardcover,"","","","","","","","","","","","","","","","","",Yes
Lord of the Flies,William Golding,"",9780399501487,paperback,"","","","","","","","","","","","","","","","","",Yes
Jaco: The Extraordinary and Tragic Life of Jaco Pastorius - Anniversary Edition,Bill Milkowski,"",9780879308599,paperback,"","","","","","","","","","","","","","","","","",Yes
The Wonder Test,Michelle Richmond,"",9780802158505,hardcover,"","","","","","","","","","","","","","","","","",Yes
Star Wars: Knitting the Galaxy: The Official Star Wars Knitting Pattern Book,Tanis Gray,"",9781683839873,hardcover,"","","","","","","","","","","","","","","","","",Yes
City of Thieves,David Benioff,"",9780452295292,paperback,"","","","","","","","","","","","","","","","","",Yes
The Fellowship of the Ring,J.R.R. Tolkien,"",0618002227,paperback,"","","","","","","","","","","","","","","","","",Yes
Ice: A Memoir of Gangster Life and Redemption—from South Central to Hollywood,Ice-T,Douglas Century,9780345523280,hardcover,"","","","","","","","","","","","","","","","","",Yes
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Ina Garten,"",9781400054343,hardcover,"","","","","","","","","","","","","","","","","",Yes
Jewish As a Second Language,Molly Katz,"",9780894808852,paperback,"","","","","","","","","","","","","","","","","",Yes
Best of the Best from Texas: Selected Recipes from Texas' Favorite Cookbooks,"",Tupper England (Illustrator),9780937552148,paperback,"","","","","","","","","","","","","","","","","",Yes
Strangers in Paradise Source Book,Terry Moore,"","",paperback,"","","","","","","","","","","","","","","","","",Yes
It's OK to Be Angry About Capitalism,Bernie Sanders,"",9780593238714,hardcover,"","","","","","","","","","","","","","","","","",Yes
Subversive Cross Stitch: 50 F*cking Clever Designs for Your Sassy Side,Julie Jackson,"",9781576877555,hardcover,"","","","","","","","","","","","","","","","","",Yes
Catching Fire,Suzanne Collins,"",9780439023498,hardcover,"","","","","","","","","","","","","","","","","",Yes
Mensa® Guide to Chess: 30 Days to Great Chess,Burt Hochberg,Bruce Pandolfini,9780806912417,paperback,"","","","","","","","","","","","","","","","","",Yes
"Cooking from the Spirit: Easy, Delicious, and Joyful Plant-Based Inspirations",Tabitha Brown,"",9780063080324,hardcover,"","","","","","","","","","","","","","","","","",Yes
